Identifiant de document|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
|||||||000001|18/10/2024|Vente|3000,00||||B318|LES GUEDIERS|72150|SAINT PIERRE DU LOROUER|72|314||A|938||||||||||||0||||||P||2130
|||||||000001|05/10/2024|Vente|69000,00|5397|||B038|LA BELLE ETOILE DES LANDES|72300|PARCE SUR SARTHE|72|228||ZO|12||||||||||||0|1|Maison||62|2|S||570
|||||||000001|25/10/2024|Vente|197000,00|17||RUE|1170|DES CHARMES|72100|LE MANS|72|181||HO|70||||||||||||0|1|Maison||82|4|S||239
|||||||000001|25/10/2024|Vente|194000,00|2||RUE|0165|D ARTOIS|72800|LE LUDE|72|176||AL|168||||||||||||0|1|Maison||190|6|S||299
|||||||000001|04/11/2024|Vente|197000,00|||RUE|0077|D'AGUILAS|72000|LE MANS|72|181||NX|196||||||||||||0||||||S||1329
|||||||000001|25/11/2024|Vente|66000,00|6||PAS|0315|DE LA CHESNAIE|72700|ALLONNES|72|3||BS|311||136||236||||||||2|2|Appartement||71|3|||
|||||||000001|20/11/2024|Vente|1,00|2||CRS|0063|HENRI MATISSE|72240|LAVARDIN|72|157||AA|158||||||||||||0||||||S||50
|||||||000001|22/11/2024|Vente|6532,40||||B235|LA HERRONNIERE|72230|ARNAGE|72|8||AR|89||||||||||||0||||||P||16331
|||||||000001|05/11/2024|Vente|185500,00|31||RTE|0846|DES BOIS|72220|LAIGNE SAINT GERVAIS|72|155|287|A|662||||||||||||0|3|Dépendance||0|0|S||495
|||||||000001|25/11/2024|Vente|90000,00|5||BD|0590|PASTEUR|72600|MAMERS|72|180||AK|238||||||||||||0|1|Maison||116|4|S||221
|||||||000001|25/11/2024|Vente|25347,60||||B358|PIECE DES CHATAIGNERS|72600|CONTILLY|72|91||C|12||||||||||||0||||||T||5223
|||||||000001|09/12/2024|Vente|62500,00|224||AV|3165|DE LA LIBERATION|72000|LE MANS|72|181||LT|393||201|16,34|||||||||1|2|Appartement||17|1|||
|||||||000001|12/12/2024|Vente|117000,00|88||AV|0420|DE LA DIVISION LECLERC|72170|BEAUMONT SUR SARTHE|72|29||AB|75||||||||||||0|1|Maison||117|3|S||645
|||||||000001|04/12/2024|Vente|72650,00|3||ALL|0141|ALFRED NOBEL|72000|LE MANS|72|181||AL|720||213|24,03|||||||||1|2|Appartement||23|1|||
|||||||000001|18/12/2024|Vente|113000,00|5810|||B017|LA BARILLERIE|72220|ECOMMOY|72|124||ZE|4||||||||||||0|1|Maison||84|2|T||14493
|||||||000001|25/11/2024|Vente|15700,00||||B068|BUTTE DE LA THEUTAIRE|72330|YVRE LE POLIN|72|385||C|532||||||||||||0||||||P||23507
|||||||000001|17/12/2024|Vente|9000,00||||B253|LA HUTTIERE|72130|GESNES LE GANDELIN|72|141||ZO|16||||||||||||0||||||T||12540
|||||||000001|16/12/2024|Vente|190000,00||||B939|L YVONNIERE|72300|SABLE SUR SARTHE|72|264||AM|437||||||||||||0||||||S||307
|||||||000001|23/12/2024|Vente|168000,00|45||AV|1100|DE LA LIBERTE|72230|ARNAGE|72|8||AH|45||||||||||||0|3|Dépendance||0|0|S||411
|||||||000001|20/12/2024|Vente|100000,00|154||RUE|3585|DU MIROIR|72100|LE MANS|72|181||HN|241||17||||||||||1|3|Dépendance||0|0|||
|||||||000001|21/12/2024|Vente|40000,00||||B332|LES TANSOUPIERES|72500|VAAS|72|364||AD|178||||||||||||0||||||J|POTAG|109
|||||||000001|19/01/2024|Vente|146500,00|86|A|RUE|2788|YVON MORANDAT|73000|CHAMBERY|73|65||BL|325||29||||||||||1|3|Dépendance||0|0|||
|||||||000001|17/01/2024|Vente|1500,00||||B175|SOUS LA VILLE|73140|SAINT-MARTIN-DE-LA-PORTE|73|258||C|1434|2|||||||||||0||||||||
|||||||000001|12/01/2024|Vente|2500,00||||B047|PRE COQUART|73110|VILLARD-SALLET|73|316||B|735||||||||||||0||||||BP||3650
|||||||000001|17/01/2024|Vente|149000,00|896||RUE|0080|DES BELLEDONNES|73490|LA RAVOIRE|73|213||N|888||16||||||||||1|3|Dépendance||0|0|||
|||||||000001|08/01/2024|Vente|9060,00|3000|||X010|VALLANDRY|73210|LANDRY|73|142||C|1887||140||||||||||1|2|Appartement||70|3|||
|||||||000001|19/01/2024|Vente|170000,00|1725||AV|1020|DANIEL ROPS|73000|CHAMBERY|73|65||LA|310||||||||||||0||||||AB||364
|||||||000001|26/01/2024|Vente|530000,00|139||RUE|0050|SAINT ANTOINE|73500|VILLARODIN BOURGET|73|322||D|2537||||||||||||0|1|Maison||233|8|S||579
|||||||000001|09/02/2024|Vente|221480,00|112||AV|3110|PIERRE LANFREY|73000|CHAMBERY|73|65||CM|184||2||48|81,92|53||||||3|3|Dépendance||0|0|||
|||||||000001|06/02/2024|Vente|8150,00||||B045|LES CHAMPS|73140|SAINT-MARTIN-DE-LA-PORTE|73|258||E|4295||||||||||||0||||||P||620
|||||||000001|24/01/2024|Vente|103848,00|31||CHE|1463|DE TERRAILLAT|73200|ALBERTVILLE|73|11||B|1056||340|38,70|||||||||1|2|Appartement||39|2|||
|||||||000001|09/02/2024|Vente|77000,00|5132|||B209|LA RUA|73300|LA TOUR-EN-MAURIENNE|73|135||E|1415||||||||||||0|1|Maison||56|3|S||294
|||||||000001|25/01/2024|Vente|317500,00|168||RUE|0450|DU NIVOLET|73490|LA RAVOIRE|73|213||A|620||||||||||||0|3|Dépendance||0|0|S||290
|||||||000001|15/02/2024|Vente|1059,00||||B036|LA CARTELEE|73140|SAINT-MICHEL-DE-MAURIENNE|73|261||D|604||||||||||||0||||||T||363
|||||||000001|22/02/2024|Vente|103400,00|144||RUE|0411|DU REPLATON|73500|MODANE|73|157||A|1381||40||||||||||1|3|Dépendance||0|0|||
|||||||000001|20/02/2024|Vente|3000,00||||B023|CAMBORCIERE|73730|CEVINS|73|63||D|1359||||||||||||0||||||BT||135
|||||||000001|28/02/2024|Vente|288000,00|433||RTE|0040|D AIX LES BAINS|73340|BELLECOMBE-EN-BAUGES|73|36||A|899||8||||||||||1|3|Dépendance||0|0|||
|||||||000001|19/02/2024|Vente|40000,00|8||RUE|1360|DE LA REPUBLIQUE|73200|ALBERTVILLE|73|11||AK|152||2||||||||||1|2|Appartement||33|1|||
|||||||000001|07/03/2024|Vente|173600,00|54||RTE|0020|DU GRAND ARC|73800|COISE ST-JEAN-PD-GAUTHIER|73|89||C|1135||||||||||||0|1|Maison||95|5|S||113
|||||||000001|26/02/2024|Vente|80400,00||||B109|LA TOUR|73230|SAINT-JEAN-D ARVEY|73|243||F|1110||||||||||||0||||||S||38
|||||||000001|18/03/2024|Vente|1600,00||||B172|LES LOTS|73470|NOVALAISE|73|191||B|596||||||||||||0||||||BT||220
|||||||000001|20/03/2024|Vente en l'état futur d'achèvement|670000,00||||B187|AU TEPPET|73710|PRALOGNAN-LA-VANOISE|73|206||A|1105||100||||||||||1||||||||
|||||||000002|20/03/2024|Vente|400000,00|5||CHE|1360|DES MASSONNAT|73100|AIX LES BAINS|73|8||AM|330||||||||||||0|3|Dépendance||0|0|||
|||||||000004|05/03/2024|Echange|5000,00||||B466|LONGEVIER|73480|VAL CENIS|73|290|143|V|160||||||||||||0||||||PA|PATUR|2480
|||||||000001|18/03/2024|Vente|2128,50||||B119|LE NOYERAY|73600|NOTRE-DAME-DU-PRE|73|190||Q|199||||||||||||0||||||VI||95
|||||||000001|27/03/2024|Vente|123600,00|5||BD|0580|DES COTES|73100|AIX LES BAINS|73|8||CD|618||86|26,91|||||||||1|2|Appartement||27|1|||
|||||||000001|22/03/2024|Vente|1500,00||||B101|GRAND CREMAT|73140|SAINT-MARTIN-DE-LA-PORTE|73|258||B|1635||||||||||||0||||||PA||373
|||||||000001|05/04/2024|Vente|2767,00||||B046|LE FUGIU|73170|SAINT-PIERRE-D ALVEY|73|271||A|934||||||||||||0||||||P||2960
|||||||000001|26/03/2024|Vente|730000,00|128||RTE|0156|D HAUTEVILLE|73700|BOURG-SAINT-MAURICE|73|54||AS|3||||||||||||0|2|Appartement||59|3|S||1713
|||||||000002|11/04/2024|Vente|416000,00|5385|||B162|PEISEY|73210|PEISEY-NANCROIX|73|197||ZE|167||2||4||5||||||3|3|Dépendance||0|0|||
|||||||000001|19/03/2024|Vente|57010,00|5124|||B203|LES PRIX FAITS|73340|AILLON-LE-JEUNE|73|4||B|102||11||||||||||1|2|Appartement||26|2|||
|||||||000001|19/04/2024|Vente|299500,00|917||RTE|0010|D'ALBERTVILLE|73200|PALLUD|73|196||C|1445||8||||||||||1|3|Dépendance||0|0|||
|||||||000001|25/04/2024|Vente|2550,00||||B022|LES BIOLLES|73170|YENNE|73|330||B|597||||||||||||0||||||P||1095
|||||||000001|23/04/2024|Vente|169400,00|76||RUE|0090|DES BOUQUETINS|73700|MONTVALEZAN|73|176||E|2614||380||462|20,98|||||||2|3|Dépendance||0|0|||
|||||||000001|13/05/2024|Vente|553480,00||||B077|LA ROCHE DE PREMICON|73390|CHAMPLAURENT|73|72||C|1067||||||||||||0||||||P||19338
|||||||000001|06/05/2024|Vente|207000,00|115||RUE|2500|MARCOZ|73000|CHAMBERY|73|65||CM|247||12||31|54,63|||||||2|2|Appartement||56|2|||
|||||||000001|06/05/2024|Vente|800000,00|12||RUE|0016|DE LA LIBERATION|73700|SEEZ|73|285||AD|171||||||||||||0|2|Appartement||38|2|S||349
|||||||000001|27/05/2024|Vente|4000,00||||B180|DERRIERE LA COMBE|73130|SAINT FRANCOIS LONGCHAMP|73|235|163|I|394||||||||||||0||||||P||985
|||||||000001|17/05/2024|Vente|8750,00||||B004|BATTERIE DE TETE NOIRE|73220|AITON|73|7||ZV|33||||||||||||0||||||BT||9029
|||||||000001|16/05/2024|Vente|234500,00|17||AV|2020|DE ST SIMOND|73100|AIX LES BAINS|73|8||BP|196||||||||||||0|2|Appartement||32|1|S||45
|||||||000001|31/05/2024|Vente|320000,00|170||RUE|0260|GEORGES CLEMENCEAU|73190|CHALLES-LES-EAUX|73|64||K|45||||||||||||0|3|Dépendance||0|0|S||307
|||||||000001|10/06/2024|Vente|150000,00||||B118|LE PRAZ|73400|MARTHOD|73|153||B|2541||||||||||||0||||||VE||260
|||||||000001|04/06/2024|Vente|413360,00|18|||A224|IMM LE PLAN DU MOULIN|73550|LES ALLUES|73|15||AB|318||43||57|30,29|||||||2|2|Appartement||35|2|||
|||||||000001|12/06/2024|Vente|877100,00|167||AV|1580|DU PETIT PORT|73100|AIX LES BAINS|73|8||BD|69||117||190||58|104,30|||||3|3|Dépendance||0|0|||
|||||||000001|18/06/2024|Vente|78350,00|131||RUE|0970|COSTA DE BEAUREGARD|73000|CHAMBERY|73|65||CY|146||264|18,90|||||||||1|2|Appartement||19|1|||
|||||||000001|17/06/2024|Vente|120200,00|8||CHE|0200|DU PERY|73220|VAL-D'ARC|73|212||B|1711||||||||||||0|3|Dépendance||0|0|J||438
|||||||000001|21/06/2024|Vente|112800,00|4||RUE|0310|DE LA FORGERIE|73160|COGNIN|73|87||AH|247||39||60||||||||2|3|Dépendance||0|0|||
|||||||000001|10/06/2024|Vente|180000,00|5192||RES|A058|LE VILLAGE GAULOIS|73130|SAINT FRANCOIS LONGCHAMP|73|235||A|510||22|35,89|||||||||1|2|Appartement||36|3|||
|||||||000001|18/06/2024|Vente|623500,00|571||BD|2780|DES MONTS|73000|CHAMBERY|73|65||BI|297||120|104,14|275||||||||2|2|Appartement||104|4|||
|||||||000001|26/06/2024|Vente|198700,00|40||RTE|0020|D APREMONT|73000|BARBERAZ|73|29||B|699||241||257||||||||2|2|Appartement||76|4|||
|||||||000001|13/06/2024|Vente|255979,00|146||CHE|0240|DE CARRIAZ|73550|LES ALLUES|73|15||F|1822||334||346|23,25|||||||2|2|Appartement||30|2|||
|||||||000001|10/07/2024|Vente|461330,00||||B203|LA PERRIERE|73100|SAINT OFFENGE|73|263|264|B|810||||||||||||0||||||T||3572
|||||||000001|27/06/2024|Vente|1893,25||||B017|SUR LA CLAPIERE|73140|SAINT-MARTIN-D ARC|73|256||A|1098||||||||||||0||||||L|FRICH|705
|||||||000001|27/06/2024|Vente|2280,00||||B080|FONTAINERET|73450|VALMEINIER|73|307||A|1216||||||||||||0||||||P||1580
|||||||000001|21/06/2024|Vente|86787,00|5414|D|RES|A030|HAMEAU DES EAUX D'ORELLE|73140|ORELLE|73|194||G|170||156||||||||||1|2|Appartement||25|2|||
|||||||000001|25/06/2024|Vente|316000,00|5632|||A076|CRETE COTE VILLAGE CHL E|73210|LA PLAGNE TARENTAISE|73|150||N|2003||10||27||47|58,57|||||3|3|Dépendance||0|0|||
|||||||000002|24/05/2024|Vente|270000,00||||B083|MURE|73470|GERBAIX|73|122||A|2323||||||||||||0||||||P||228
|||||||000001|22/07/2024|Vente|161560,00||||B099|SALINS OUEST|73230|SAINT-JEAN-D ARVEY|73|243||F|999||||||||||||0||||||T||2308
|||||||000001|29/07/2024|Vente|840000,00|24||RUE|2000|JEAN GIRARD MADOUX|73000|CHAMBERY|73|65||CM|22||||||||||||0|3|Dépendance||0|0|S||525
|||||||000001|07/08/2024|Vente en l'état futur d'achèvement|507000,00||||B172|LES FAVERGES|73350|BOZEL|73|55||O|1088||87||||||||||1||||||||
|||||||000001|01/08/2024|Vente|240000,00||||B540|LE PLAN DE CA|73700|BOURG-SAINT-MAURICE|73|54||AW|172||||||||||||0||||||P||29
|||||||000001|02/08/2024|Vente|483000,00||||B014|CHENILLON|73200|CESARCHES|73|61||A|2416||||||||||||0||||||T||134
|||||||000001|26/08/2024|Vente|6120,00||||B062|PLAT DES MOULINS|73800|CHIGNIN|73|84||A|2852||||||||||||0||||||AB||1639
|||||||000001|02/08/2024|Vente|3107,00||||B182|LA SALLE|73450|VALMEINIER|73|307||B|1110||||||||||||0||||||T||1000
|||||||000001|28/08/2024|Vente en l'état futur d'achèvement|236000,00|867||AV|0280|COSTA DE BEAUREGARD|73290|LA MOTTE SERVOLEX|73|179||AD|131||85||||||||||1||||||||
|||||||000001|29/08/2024|Vente|116900,00|2||AV|1320|DE MARLIOZ|73100|AIX LES BAINS|73|8||CE|222||19|23,38|||||||||1|2|Appartement||25|1|||
|||||||000001|09/08/2024|Vente|632000,00|184||RUE|0300|DE LA GRANDE VIGNE|73000|SONNAZ|73|288||AA|59||||||||||||0|3|Dépendance||0|0|S||1000
|||||||000001|05/09/2024|Vente|1000,00||||B238|LE PRE|73640|VILLAROGER|73|323||B|1458||||||||||||0||||||P||324
|||||||000001|12/09/2024|Vente|141000,00|5133|A||B109|MACOT|73210|LA PLAGNE TARENTAISE|73|150||A|1861||||||||||||0|3|Dépendance||0|0|S||264
|||||||000001|29/08/2024|Vente|289200,00|118||RUE|0358|DES BISSIERES|73000|CHAMBERY|73|65||AM|581||152||40|99,11|||||||2|2|Appartement||101|6|||
|||||||000002|19/09/2024|Vente|253000,00|5597|||A110|IMM LE FRANCE|73210|LA PLAGNE TARENTAISE|73|150||N|740||61||62||63||||||3|3|Dépendance||0|0|||
|||||||000001|24/09/2024|Vente|147000,00|267||QUAI|0050|DE L ARVAN|73300|ST JEAN DE MAURIENNE|73|248||AO|24||||||||||||0|1|Maison||23|1|S||702
|||||||000001|26/09/2024|Vente|310000,00|18||RUE|0730|DES GALIBOUDS|73200|ALBERTVILLE|73|11||A|1044||134|113,18|140||141||||||3|3|Dépendance||0|0|||
|||||||000001|23/09/2024|Vente en l'état futur d'achèvement|696000,00|||||||MERY|73|155||A|4622||98|12,50|||||||||1||||||||
|||||||000002|04/10/2024|Vente|6216,50||||B035|CHEZ GAVARD|73460|BONVILLARD|73|48||H|188||||||||||||0||||||BT||3865
|||||||000001|19/09/2024|Vente|128250,00|39||RTE|1820|DE PUGNY|73100|AIX LES BAINS|73|8||AN|297||14||3|20,43|||||||2|2|Appartement||18|1|||
|||||||000001|26/09/2024|Vente|1006886,00|9||ALL|1398|MIRABEAU|73100|AIX LES BAINS|73|8||BY|117||||||||||||0|3|Dépendance||0|0|S||420
|||||||000001|04/10/2024|Vente|104300,00|110||ALL|3733|DES TOURELLES|73000|CHAMBERY|73|65||BK|398||831||858|35,20|||||||2|3|Dépendance||0|0|||
|||||||000001|11/10/2024|Vente|210000,00||||B053|LE PRE HIBOU|73490|LA RAVOIRE|73|213||J|504||||||||||||0||||||L||49
|||||||000001|20/09/2024|Vente|296500,00|||LOT|A046|LE BOIS DU COMTE|73360|LES ECHELLES|73|105||A|1515||||||||||||0||||||S||269
|||||||000001|02/10/2024|Vente|140100,00|58||RUE|0318|DOCTEUR BLAIN|73290|LA MOTTE SERVOLEX|73|179||AM|482||73|54,20|||||||||1|2|Appartement||54|2|||
|||||||000002|16/10/2024|Vente|353000,00||||B227|PLANARDIN D EN BAS|73700|SEEZ|73|285||D|1527||||||||||||0||||||P||272
|||||||000001|23/10/2024|Vente|340960,00|5814|||A475|IMM LE VALSET|73440|LES BELLEVILLE|73|257||AM|505||103|30,44|||||||||1|2|Appartement||30|2|||
|||||||000001|25/10/2024|Vente|1900000,00|2||CHEM|1806|DES FOLYERES|73120|COURCHEVEL|73|227|198|ZM|615||||||||||||0|1|Maison||120|6|S||472
|||||||000001|25/10/2024|Vente|505643,00|5578||RES|A331|LE ROIGNAIX LA PLAGNE|73210|LA PLAGNE TARENTAISE|73|150||N|1880||||||||||||0|2|Appartement||27|2|S||1404
|||||||000001|25/10/2024|Vente|505643,00|5578||RES|A331|LE ROIGNAIX LA PLAGNE|73210|LA PLAGNE TARENTAISE|73|150||N|1880||||||||||||0|2|Appartement||27|2|S||1404
|||||||000001|30/09/2024|Vente|12000,00||||B427|LE REPLAT - PONTAMAFREY|73300|LA TOUR-EN-MAURIENNE|73|135|203|C|716||||||||||||0||||||P||394
|||||||000001|30/09/2024|Vente|12000,00||||B326|LES EVERRARTS|73300|LA TOUR-EN-MAURIENNE|73|135|203|D|160||||||||||||0||||||P||239
|||||||000002|22/10/2024|Vente|1,00|65||CHE|0146|DE LA BARMETTE|73100|AIX LES BAINS|73|8||BL|389||||||||||||0||||||S||5
|||||||000001|23/10/2024|Vente|225000,00|23||RUE|3370|RONDE|73000|CHAMBERY|73|65||CN|139||19||||||||||1|3|Dépendance||0|0|||
|||||||000001|21/10/2024|Vente|2300,00||||B066|LE PLATET|73220|MONTGILBERT|73|168||A|1520||||||||||||0||||||BT||795
|||||||000001|31/10/2024|Vente|309600,00||||B152|LE VORGER|73270|VILLARD SUR DORON|73|317||D|1482||||||||||||0||||||T||959
|||||||000002|13/11/2024|Vente|370000,00||||B200|PRES GAVAN|73310|CHINDRIEUX|73|85||C|598||||||||||||0||||||L|FRICH|415
|||||||000001|20/11/2024|Vente|296300,00|21||AV|0600|JEAN-BAPTISTE D'ONCIEU DE|73230|BARBY|73|30||AM|208||43|69,01|||||||||1|2|Appartement||69|3|||
|||||||000001|07/12/2024|Vente|140000,00|7||RUE|1360|FAVRE|73000|CHAMBERY|73|65||CI|77||219|35,23|85||||||||2|2|Appartement||34|2|||
|||||||000001|29/11/2024|Vente|167133,33||||B054|LES CHAMBONS|73530|SAINT-JEAN-D ARVES|73|242||F|225||||||||||||0||||||P||1312
|||||||000001|29/11/2024|Vente|167133,33||||B122|EN COTE|73530|SAINT-JEAN-D ARVES|73|242||F|1061||||||||||||0||||||PA||6606
|||||||000001|04/12/2024|Vente|4000,00||||B211|VERS LA PLANCHE|73110|LA TABLE|73|289||D|981||||||||||||0||||||BT||1640
|||||||000001|05/12/2024|Vente|100,00||||B056|MONT PEZARD|73110|ARVILLARD|73|21||A|1275||||||||||||0||||||BM||695
|||||||000001|18/12/2024|Vente|150000,00||||B048|CHAMP DE BLANC|73540|LA BATHIE|73|32||E|3604||||||||||||0||||||T||227
|||||||000001|18/12/2024|Vente en l'état futur d'achèvement|234120,00|||||||CHALLES-LES-EAUX|73|64||D|688||46||||||||||1||||||||
|||||||000001|11/12/2024|Vente|10563,10||||B078|LA RIVOIRE|73170|LUCEY|73|149||A|490||||||||||||0||||||T||1585
|||||||000001|06/12/2024|Vente|1500,00||||B110|LANCHES CARRIN|73460|MONTAILLEUR|73|162||G|99||||||||||||0||||||P|MARAI|254
|||||||000002|20/12/2024|Vente|480,00|||RTE|0001|DE MYANS|73800|PORTE-DE-SAVOIE|73|151||AB|100||||||||||||0||||||S||1
|||||||000001|30/12/2024|Vente|350000,00|155||GR|0006|GRANDE RUE|73260|GRAND-AIGUEBLANCHE|73|3||AA|571||||||||||||0|4|Local industriel. commercial ou assimilé||100|0|P||477
|||||||000002|13/12/2024|Vente|||||B025|LE FRENEY|73500|FRENEY|73|119||A|2633||||||||||||0||||||T||202
|||||||000001|09/01/2024|Vente|335000,00|821||RTE|0030|D'ANNECY|74350|ALLONZIER-LA-CAILLE|74|6||B|1861||18|128,34|23||9||||||3|3|Dépendance||0|0|||
|||||||000001|19/01/2024|Vente|20000,00|56||PAS|0075|DU CORTIDREY|74270|DESINGY|74|100||ZB|111||8||||||||||1|3|Dépendance||0|0|||
|||||||000002|02/02/2024|Echange|500,00|210||RTE|0010|DU BRET|74370|NAVES-PARMELAN|74|198||B|861||||||||||||0||||||T||60
|||||||000002|25/01/2024|Vente|1652660,00||||B013|COPPONEX|74350|COPPONEX|74|88||ZH|696||||||||||||0||||||J|POTAG|98
|||||||000002|18/01/2024|Vente|480000,00|15||RUE|0020|DES ALLOBROGES|74100|VILLE-LA-GRAND|74|305||A|2302||||||||||||0||||||S||281
|||||||000001|19/02/2024|Vente|182032,50|53||RTE|0543|DE MONOD|74330|POISY|74|213||AD|499||33||||||||||1|3|Dépendance||0|0|||
|||||||000001|15/02/2024|Vente|190000,00|37||RUE|0180|DE COUTY|74150|SALES|74|255||B|865||2||3|68,22|||||||2|3|Dépendance||0|0|||
|||||||000001|29/01/2024|Vente|310000,00|1||RUE|0660|DE SAVOIE|74160|SAINT-JULIEN-EN-GENEVOIS|74|243||BD|64||527||632||||||||2|3|Dépendance||0|0|||
|||||||000002|01/02/2024|Vente|1,00|||RUE|0970|PAUL BERT|74100|ANNEMASSE|74|12||A|5422||||||||||||0||||||S||98
|||||||000001|01/03/2024|Vente|85000,00|||RUE|0280|MARCEL MIEUSSET|74240|GAILLARD|74|133||A|5912||||||||||||0||||||J|MARAI|187
|||||||000001|07/03/2024|Vente|175300,00|6||ALL|0384|DES CLOCHETTES|74150|RUMILLY|74|225||AD|34||136||||||||||1|3|Dépendance||0|0|||
|||||||000001|28/02/2024|Vente|870318,44|24||RUE|0045|DES BUCHILLONS|74100|VILLE-LA-GRAND|74|305||B|975||||||||||||0|4|Local industriel. commercial ou assimilé||588|0|S||3153
|||||||000002|18/03/2024|Echange|350,00||||B067|LES QUARTERONS|74210|GIEZ|74|135||B|879||||||||||||0||||||BR|SAPIN|235
|||||||000001|14/03/2024|Vente|295750,00|25||RTE|0410|DE LA MOTTE|74350|CERNEX|74|52||A|2036||26||31||||||||2|2|Appartement||67|6|||
|||||||000002|07/03/2024|Vente|470000,00||||B028|LES CHAVANNES|74380|BONNE|74|40||B|4753||||||||||||0||||||J||297
|||||||000001|18/03/2024|Vente|1341,85||||B276|PIERRE POINTE SUD|74210|VAL DE CHAISE|74|167|84|A|924||||||||||||0||||||L||1252
|||||||000001|11/03/2024|Vente|245000,00|23||CHE|0430|DES PATINIERES|74100|VETRAZ-MONTHOUX|74|298||D|3553||129||||||||||1|3|Dépendance||0|0|||
|||||||000001|22/03/2024|Vente|563500,00|162||RTE|0770|DU VILLARD|74410|SAINT-JORIOZ|74|242||AP|773||43||61||65|105,64|||||3|3|Dépendance||0|0|||
|||||||000001|03/04/2024|Vente|748000,00||||B308|LES RASSETTES|74230|THONES|74|280||J|711||||||||||||0||||||S||34
|||||||000001|26/04/2024|Vente|360000,00|25||AV|1610|DE LA MAVERIA|74000|ANNECY|74|10||BI|52||259||278||||||||2|2|Appartement||66|4|||
|||||||000001|23/04/2024|Vente|270000,00||||B024|CHAMBLARD|74230|LA BALME DE THUY|74|27||A|181||||||||||||0||||||PA||1020
|||||||000001|05/04/2024|Vente|211000,00|29||RUE|0105|DES AMOUREUX|74930|REIGNIER-ESERY|74|220||F|89||59||||||||||1|3|Dépendance||0|0|||
|||||||000001|25/04/2024|Vente|13000,00|17||AV|0164|DES CONTAMINES|74160|SAINT-JULIEN-EN-GENEVOIS|74|243||BD|256||1513||||||||||1|3|Dépendance||0|0|||
|||||||000001|03/05/2024|Vente|195000,00|34||AV|0380|DE BROGNY|74000|ANNECY|74|10||AR|5||156|22,24|||||||||1|4|Local industriel. commercial ou assimilé||23|0|||
|||||||000001|24/05/2024|Vente|119700,00|17||AV|0164|DES CONTAMINES|74160|SAINT-JULIEN-EN-GENEVOIS|74|243||BD|256||1036||1166||||||||2|3|Dépendance||0|0|||
|||||||000001|04/06/2024|Vente|237000,00|19||ALL|3468|DE SOCHEIN|74600|ANNECY|74|10|268|D|2598||45||54|42,01|||||||2|2|Appartement||43|2|||
|||||||000001|30/05/2024|Vente|244400,00|1003||RTE|0495|DE VIUZ|74210|FAVERGES-SEYTHENEX|74|123||C|740||||||||||||0|3|Dépendance||0|0|S||235
|||||||000001|05/06/2024|Vente|75000,00||||B346|VERCHERES|74210|FAVERGES-SEYTHENEX|74|123||E|2623||||||||||||0||||||T||13
|||||||000001|29/05/2024|Vente|359600,00|186||IMP|0360|DES PRES|74210|GIEZ|74|135||A|3140||||||||||||0|1|Maison||136|5|J||669
|||||||000001|24/05/2024|Vente|100880,50|24|C|RUE|2730|DES POMMARIES|74940|ANNECY|74|10|11|AP|486||121||141||||||||2|3|Dépendance||0|0|||
|||||||000001|21/06/2024|Vente|10000,00||||B294|LA TRAUPAZ|74210|VAL DE CHAISE|74|167|84|A|1254||||||||||||0||||||L||524
|||||||000001|24/06/2024|Vente|331200,00|78||IMP|0085|DES CAREX|74150|VALLIERES-SUR-FIER|74|289||B|1654||106||||||||||1|3|Dépendance||0|0|||
|||||||000001|03/07/2024|Vente|341900,00|19||RUE|0480|DE LA TOURNETTE|74230|THONES|74|280||F|2581||115||134||||||||2|2|Appartement||66|3|||
|||||||000001|03/07/2024|Vente|341900,00|19||RUE|0480|DE LA TOURNETTE|74230|THONES|74|280||F|2581||115||134||||||||2|3|Dépendance||0|0|||
|||||||000001|18/07/2024|Vente|131970,00|575||CHE|0850|DE SUIZE|74450|LE GRAND BORNAND|74|136||C|395||78||92||||||||2|2|Appartement||21|1|||
|||||||000001|15/07/2024|Vente|371650,00|3||ALL|0104|DES COLIBRIS|74100|VILLE-LA-GRAND|74|305||A|3466||108||||||||||1|3|Dépendance||0|0|||
|||||||000001|25/07/2024|Vente|405100,00|27||RTE|0620|DE LA VIE BORGNE|74330|LA BALME DE SILLINGY|74|26||C|4505||4||||||||||1|3|Dépendance||0|0|||
|||||||000001|29/07/2024|Vente|432000,00|4||ALL|3445|DES FOURNAIS|74600|ANNECY|74|10|268|D|1628||16||8||||||||2|3|Dépendance||0|0|||
|||||||000001|26/07/2024|Vente|27444,00||||B024|CHAMP MOINE SUD|74210|DOUSSARD|74|104||C|562||||||||||||0||||||T||654
