Identifiant de document|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
|||||||000002|17/09/2024|Vente|700000,00||||B037|LE GRAND MARAIS|2210|SAINT REMY BLANZY|02|693||ZE|31||||||||||||0||||||T||5960
|||||||000002|17/09/2024|Vente|700000,00||||B054|NADON|2210|SAINT REMY BLANZY|02|693||ZI|2||||||||||||0||||||T||78380
|||||||000001|01/10/2024|Vente|219093,75||||B042|LE FOND DE NERAGE|2130|VEZILLY|02|794||Y|207||||||||||||0||||||T||62890
|||||||000001|16/09/2024|Vente|47000,00|10||RUE|0220|SAINT YVED|2220|BRAINE|02|110||D|2097||5||||||||||1|3|Dépendance||0|0|||
|||||||000001|04/10/2024|Vente|48000,00||||B043|LE VILLAGE|2190|LOR|02|440||B|625||||||||||||0||||||BT||662
|||||||000002|16/10/2024|Vente|1,00||||B111|LE CHEMIN DE SOUDE|2300|SINCENY|02|719||ZO|67||||||||||||0||||||PA||1193
|||||||000001|03/10/2024|Vente|444000,00||||B039|FLONVAL|2290|MONTIGNY LENGRAIN|02|514||ZL|122||||||||||||0||||||J||1060
|||||||000001|11/10/2024|Vente|414300,00|13||BD|0850|GAMBETTA|2200|SOISSONS|02|722||AK|21||||||||||||0|3|Dépendance||0|0|S||15
|||||||000001|11/10/2024|Vente|190000,00|30||RUE|0115|DE LAON|2880|CROUY|02|243||C|1974||||||||||||0|3|Dépendance||0|0|S||303
|||||||000001|08/10/2024|Vente|85000,00|7||RUE|0093|DE PONCHAUX|2110|BEAUREVOIR|02|57||C|1283||||||||||||0|1|Maison||78|5|S||357
|||||||000001|22/10/2024|Vente|1,00||||B063|PUISIEUX|2120|PUISIEUX ET CLANLIEU|02|629||C|16||||||||||||0||||||J||454
|||||||000001|30/10/2024|Vente|152000,00|5||RUE|0025|SAINT JEAN|2210|MURET ET CROUTTES|02|533||A|191||||||||||||0|3|Dépendance||0|0|S||1145
|||||||000001|31/10/2024|Vente|314022,16||||B115|LA PENTE D ENFER|2540|MONTFAUCON|02|505||A|483||||||||||||0||||||P||11900
|||||||000001|18/11/2024|Vente|109050,00|10||RUE|0700|PELLETIER|2250|MARLE|02|468||AB|65||||||||||||0|1|Maison||85|5|S||369
|||||||000001|14/11/2024|Vente|175000,00||||B052|LE VILLAGE|2510|HANNAPES|02|366||AB|196||||||||||||0||||||J||409
|||||||000001|20/11/2024|Vente|120000,00|3||RUE|0045|DU MOULIN|2270|SONS ET RONCHERES|02|727||AB|179||||||||||||0|3|Dépendance||0|0|S||656
|||||||000001|21/11/2024|Vente|194000,00|||RUE|0025|DU MONCHEL|2480|BRAY-SAINT-CHRISTOPHE|02|117||A|536||||||||||||0||||||J||14
|||||||000001|31/10/2024|Vente|100000,00|1||RUE|0021|MAURICE BRUGNON|2500|LA HERIE|02|378||ZC|10||||||||||||0|1|Maison||170|5|S||779
|||||||000001|27/11/2024|Vente|286400,00|143||RPE|0090|D ARDON|2000|LAON|02|408||BC|7||||||||||||0|2|Appartement||50|2|S||193
|||||||000001|07/11/2024|Vente|374000,00|5000|B||B020|FERME DU BOIS D EPARCY|2500|EPARCY|02|278||AE|62||||||||||||0|3|Dépendance||0|0|S||3989
|||||||000001|14/11/2024|Vente|1000,00||||B016|LES CHIENNEUX|2880|CUFFIES|02|245||A|312||||||||||||0||||||BT||1553
|||||||000001|04/12/2024|Vente|37500,00|33||RUE|4460|DE PICARDIE|2100|SAINT QUENTIN|02|691||CW|889||||||||||||0|1|Maison||85|4|S||82
|||||||000001|25/11/2024|Vente|10000,00||||B073|LE VILLAGE|2120|CHIGNY|02|188||C|678||||||||||||0||||||PA||373
|||||||000001|29/11/2024|Vente|40000,00|15||RUE|0260|LA DEFENSE NATIONALE|2500|HIRSON|02|381||AW|170||||||||||||0|1|Maison||80|3|S||115
|||||||000001|18/12/2024|Vente|121000,00|16||RUE|0156|DES SABLONS|2820|ST ERME OUTRE ET RAMECOURT|02|676||AK|212||||||||||||0|3|Dépendance||0|0|S||486
|||||||000001|17/12/2024|Vente|2300,00||||B010|VALLEE DE PIENNE|2420|AUBENCHEUL AUX BOIS|02|30||ZA|53||||||||||||0||||||T||3089
|||||||000001|17/12/2024|Vente|2150,00||||B002|L ARPENT DES BOEUFS|2600|DOMMIERS|02|267||ZC|32||||||||||||0||||||T||1075
|||||||000001|13/12/2024|Vente|83000,00|14||RUE|0202|DES LEUPS|2830|SAINT MICHEL|02|684||AL|347||||||||||||0|3|Dépendance||0|0|S||602
|||||||000001|05/12/2024|Vente|120000,00|21||RUE|0020|DU TILLEUL|2880|BRAYE|02|118||A|980||||||||||||0|3|Dépendance||0|0|S||727
|||||||000001|18/12/2024|Vente|407000,00|39|||B137|LE MENIL HAUT|2310|NOGENT L ARTAUD|02|555||AI|61||||||||||||0|3|Dépendance||0|0|J||2307
|||||||000001|10/01/2024|Vente|19000,00||||B045|LA GOUTTE LARRON|3250|LA GUILLERMIE|03|125||B|325||||||||||||0||||||BT||990
|||||||000001|11/01/2024|Vente|55000,00|15||RUE|0630|JEAN MOULIN|3410|DOMERAT|03|101||AI|120||||||||||||0|1|Maison||58|3|S||1035
|||||||000001|17/01/2024|Vente|52000,00|9||AV|0300|DE LA GARE|3210|SOUVIGNY|03|275||E|842||||||||||||0|3|Dépendance||0|0|S||333
|||||||000001|16/01/2024|Vente|135800,00|48||RUE|2450|DES PINS|3200|VICHY|03|310||AB|40||30||||||||||1|4|Local industriel. commercial ou assimilé||49|0|||
|||||||000001|05/02/2024|Vente|15000,00||||B006|LES BERNARDS|3130|LE DONJON|03|103||AM|301||||||||||||0||||||S||460
|||||||000001|26/01/2024|Vente|58000,00|7||RUE|0225|DES HIRONDELLES|3190|VALLON-EN-SULLY|03|297||AM|6||||||||||||0|3|Dépendance||0|0|S||181
|||||||000001|02/02/2024|Vente|50000,00|58||RUE|0680|PIERRE SEMARD|3260|SAINT-GERMAIN-DES-FOSSES|03|236||AH|530||||||||||||0|2|Appartement||80|4|S||224
|||||||000001|16/02/2024|Vente|310400,00||||B004|BELAIR|3220|JALIGNY-SUR-BESBRE|03|132||A|382||||||||||||0||||||AG||1523
|||||||000001|04/03/2024|Vente|120000,00|5375|A||B055|PARAIS|3380|LA CHAPELAUDE|03|55||ZH|37||||||||||||0|1|Maison||114|5|S||779
|||||||000001|29/02/2024|Vente|14000,00|7||RUE|0080|DU GRAND VILLERS|3350|LE BRETHON|03|41||YH|102||||||||||||0|1|Maison||80|5|J||937
|||||||000001|04/03/2024|Vente|91000,00|1||IMP|0211|DE PALBOUX|3120|DROITURIER|03|105||AB|259||||||||||||0|3|Dépendance||0|0|J||279
|||||||000001|18/03/2024|Vente|91000,00||||B135|PASSE VITE|3130|LE DONJON|03|103||AM|300||||||||||||0||||||J||2935
|||||||000001|12/03/2024|Vente|44000,00||||B081|LE MARAIS SOURILLAT|3800|SAINT-BONNET-DE-ROCHEFORT|03|220||YM|95||||||||||||0||||||BP||588
|||||||000001|13/03/2024|Vente|65000,00|5461|A||B117|LES COMMUNES|3230|BEAULON|03|19||AL|258||||||||||||0|1|Maison||90|3|||
|||||||000001|22/03/2024|Vente|230000,00|23||RUE|0010|DE BOURGOGNE|3800|LE MAYET D ECOLE|03|164||AC|68||||||||||||0|1|Maison||90|4|S||1090
|||||||000001|08/04/2024|Vente|185800,00|5|||B073|FONTCROZE|3260|BILLY|03|29||AR|64||||||||||||0|1|Maison||128|6|BT||992
|||||||000001|22/04/2024|Vente|15000,00|8||RUE|0080|DE LA COURONNE|3150|SAINT-GERAND-LE-PUY|03|235||ZO|55||||||||||||0|1|Maison||30|1|S||71
|||||||000002|16/03/2024|Vente|85000,00|131||PL|0100|DU COMMERCE|3290|DOMPIERRE-SUR-BESBRE|03|102||AE|164||||||||||||0|3|Dépendance||0|0|S||1236
|||||||000001|16/04/2024|Vente|168000,00||||B182|LA VARENNE|3210|SOUVIGNY|03|275||F|379||||||||||||0||||||T||169
|||||||000001|18/04/2024|Vente|116000,00|3||RUE|0247|DU CLOS DU MAS|3410|DOMERAT|03|101||YI|277||||||||||||0|1|Maison||65|4|S||732
|||||||000001|07/05/2024|Vente|20056,19||||B062|LES GRANDES BRUYERES|3360|VALIGNY|03|296||AV|38||||||||||||0||||||T||7035
|||||||000001|24/04/2024|Vente|10000,00||||B041|PONT REDON|3260|SAINT-GERMAIN-DES-FOSSES|03|236||AO|199||||||||||||0||||||T||65
|||||||000001|16/04/2024|Vente|68580,00||||B011|LA BROSSE|3390|SAINT-BONNET-DE-FOUR|03|219||A|141||||||||||||0||||||S||3000
|||||||000001|07/06/2024|Vente|15000,00||||B188|CHAMPROUX|3320|POUZY-MESANGY|03|210||D|1120||||||||||||0||||||P||898
|||||||000001|17/05/2024|Vente|85000,00|1||RUE|0045|DE LA CROIZETTE|3140|USSEL-D ALLIER|03|294||ZC|34||||||||||||0|1|Maison||89|4|S||545
|||||||000001|07/06/2024|Vente|204800,00|39||RUE|2380|DE PARIS|3200|VICHY|03|310||AI|68||12|79,01|40||||||||2|2|Appartement||65|3|||
|||||||000001|14/06/2024|Vente|43000,00||||B092|LE PATURAGE|3410|TEILLET-ARGENTY|03|279||B|54||||||||||||0||||||T||2005
|||||||000001|14/06/2024|Vente|20000,00||||B265|SIGNABLIN|3250|CHATEL-MONTAGNE|03|66||A|1418||||||||||||0||||||P||5150
|||||||000001|19/06/2024|Vente|45120,00|5087|||B022|LA FEUILLEE|3360|BRAIZE|03|37||B|721||||||||||||0|3|Dépendance||0|0|S||137
|||||||000001|21/05/2024|Vente|60000,00|10||RUE|0375|DE VARENNES|3170|MONTVICQ|03|189||C|569||||||||||||0|1|Maison||119|6|S||360
|||||||000001|28/05/2024|Vente|45000,00|60||RUE|1760|DES PECHEURS|3000|MOULINS|03|190||AS|15||||||||||||0|3|Dépendance||0|0|S||89
|||||||000001|01/06/2024|Vente|794000,00|5186|||B156|SAINT-ETIENNE|3150|SAINT-GERAND-LE-PUY|03|235||ZX|24||||||||||||0|1|Maison||235|13|S||1400
|||||||000001|06/06/2024|Vente|210400,00|10||AV|0410|DE BELLEVUE|3200|VICHY|03|310||AO|258||||||||||||0|1|Maison||137|6|S||285
|||||||000001|27/06/2024|Vente|61127,40||||B016|LES CHEZELLES|3190|ESTIVAREILLES|03|111||B|424||||||||||||0||||||T||34440
|||||||000001|11/06/2024|Vente|59000,00|4|||B157|LA VILLATTE|3600|LA CELLE|03|47||B|907||||||||||||0|1|Maison||63|2|S||119
|||||||000001|17/06/2024|Vente|113000,00|40||BD|1280|LEDRU ROLLIN|3000|MOULINS|03|190||AV|80||11||18||||||||2|2|Appartement||60|3|||
|||||||000001|03/07/2024|Vente|66000,00|5033|||B097|VILLAGE DE BOST|3390|SAINT-BONNET-DE-FOUR|03|219||A|451||||||||||||0|1|Maison||49|2|S||210
|||||||000001|23/07/2024|Echange|20000,00|||AV|0410|NICOLAS RAMBOURG|3360|SAINT-BONNET-TRONCAIS|03|221||B|1388||||||||||||0||||||S||136
|||||||000001|18/07/2024|Vente|300,00||||B077|LES EFFAYES|3250|LE MAYET DE MONTAGNE|03|165||C|1257||||||||||||0||||||J||250
|||||||000001|26/07/2024|Vente|185000,00|39||RUE|0020|DU BOIS DE BORD|3340|NEUILLY-LE-REAL|03|197||G|586||||||||||||0|1|Maison||132|5|J||4500
|||||||000001|29/07/2024|Vente|95000,00|16||RUE|0280|DU MAL FOCH|3150|SAINT-GERAND-LE-PUY|03|235||ZO|103||||||||||||0|1|Maison||182|6|S||295
|||||||000001|24/07/2024|Vente|71500,00||||B017|LE BOIS RAY|3130|NEUILLY-EN-DONJON|03|196||C|360||||||||||||0||||||T||3369
|||||||000002|13/07/2024|Vente|113050,00|117||AV|0100|DES GRAVIERS|3200|ABREST|03|1||AC|178||||||||||||0|2|Appartement||24|1|S||355
|||||||000001|30/07/2024|Vente|178200,00|5||CHE|0082|DE LAFOND (RADURONS)|3800|SAINT-BONNET-DE-ROCHEFORT|03|220||YA|120||||||||||||0|1|Maison||54|4|S||168
|||||||000001|05/07/2024|Vente|92500,00|175||RTE|0085|DE LA CROIX|3240|SAINT-SORNIN|03|260||B|66||||||||||||0|3|Dépendance||0|0|S||510
|||||||000001|07/08/2024|Vente|24000,00||||B171|LES MAISONNETTES|3250|FERRIERES-SUR-SICHON|03|113||AB|91||||||||||||0||||||T||9632
|||||||000001|12/08/2024|Vente|70000,00|71||RTE|0182|DE MOULINS|3340|BESSAY-SUR-ALLIER|03|25||ZI|5||||||||||||0|1|Maison||72|3|T||1647
|||||||000001|08/08/2024|Vente|85000,00|12||RUE|1220|PEGOUD|3400|YZEURE|03|321||CE|93||||||||||||0|1|Maison||69|5|S||405
|||||||000001|02/08/2024|Vente|62000,00|35||RUE|0045|DU CHAMP DE PERDRIX|3600|HYDS|03|129||ZE|14||||||||||||0|1|Maison||70|3|AG||1800
|||||||000001|06/08/2024|Vente|75000,00|13||RTE|0166|DE ST DIDIER|3110|BROUT-VERNET|03|43||ZM|38||||||||||||0|1|Maison||53|2|S||480
|||||||000001|29/08/2024|Vente|500,00||||B126|LA PELOTTERIE|3160|BOURBON-L ARCHAMBAULT|03|36||YX|28||||||||||||0||||||J||1888
|||||||000001|23/08/2024|Vente|143500,00||||B002|LES ALISSANTS|3340|CHAPEAU|03|54||B|115||||||||||||0||||||T||660
|||||||000001|16/09/2024|Vente|80000,00||||B105|SAINT ELOY|3370|VIPLAIX|03|317||A|506||||||||||||0||||||S||625
|||||||000001|27/08/2024|Vente|218500,00|8||CHE|0275|DES CLODITS|3410|PREMILHAT|03|211||ZN|88||||||||||||0|1|Maison||130|6|AG||2104
|||||||000001|20/09/2024|Vente|35000,00|22||RUE|0220|DU DOCTEUR VINATIER|3320|LURCY-LEVIS|03|155||AH|96||||||||||||0|3|Dépendance||0|0|S||308
|||||||000001|20/09/2024|Vente|13000,00|5110|||B107|LAJAT|3370|SAINT-SAUVIER|03|259||E|784||||||||||||0|1|Maison||54|1|S||275
|||||||000001|01/10/2024|Vente|19000,00||||B150|LA LOGE|3350|CERILLY|03|48||A|822||||||||||||0||||||T||862
|||||||000001|30/09/2024|Vente|185500,00||||B078|VIGIRIERE|3120|ISSERPENT|03|131||D|537||||||||||||0||||||BR|SAPIN|4790
|||||||000001|24/09/2024|Vente|11000,00||||B113|LA NELIE|3250|LAVOINE|03|141||AP|80||||||||||||0||||||PC|PACAG|4560
|||||||000001|09/10/2024|Vente|33000,00|7||AV|3330|DE LA REPUBLIQUE|3100|MONTLUCON|03|185||CE|695||22||37||||||||2|3|Dépendance||0|0|||
|||||||000001|30/09/2024|Vente|6400,00||||B003|ARTERE|3370|SAINT-DESIRE|03|225||AY|70||||||||||||0||||||T||10890
|||||||000001|11/10/2024|Vente|100000,00|5596|||B029|LE GACHAT|3390|MONTMARAULT|03|186||ZI|32||1||||||||||1|1|Maison||133|4|||
|||||||000001|15/10/2024|Vente|96950,00|5018|||B019|CHANTALOUETTE|3470|COULANGES|03|86||ZA|15||||||||||||0|1|Maison||63|3|AG||517
|||||||000001|25/10/2024|Vente|171625,47||||B072|LE HAUT DE BRIAILLES|3500|ST POURCAIN SUR SIOULE|03|254||YR|45||||||||||||0||||||T||1560
|||||||000001|25/10/2024|Vente|130700,00|22||RUE|0482|EMILE GUILLAUMIN|3800|GANNAT|03|118||ZN|580||||||||||||0|3|Dépendance||0|0|S||334
|||||||000001|13/11/2024|Vente|76560,00|5634|||B173|LES NODINS|3350|CERILLY|03|48||ZB|2||||||||||||0|3|Dépendance||0|0|J||358
|||||||000001|08/11/2024|Vente|51000,00|33||RUE|1240|DU DIENAT|3100|MONTLUCON|03|185||AK|265||27||7|46,00|||||||2|3|Dépendance||0|0|||
|||||||000001|06/11/2024|Vente|216100,00||||B023|LA BRUYERE DAGUIN|3320|LURCY-LEVIS|03|155||B|1477||||||||||||0||||||S||200
|||||||000001|29/10/2024|Vente|576000,00|25||AV|0840|DES MARTYRS|3410|DOMERAT|03|101||ZN|335||||||||||||0|4|Local industriel. commercial ou assimilé||2925|0|T||4371
|||||||000001|18/11/2024|Vente|7000,00||||B032|LE COIN|3240|TRONGET|03|292||YH|202||||||||||||0||||||S||138
|||||||000001|14/11/2024|Vente|215250,00|10||CRS|2120|TRACY|3300|CUSSET|03|95||CD|299||||||||||||0|1|Maison||50|2|S||84
|||||||000001|13/11/2024|Vente|140000,00|3214||RTE|0059|DE CHAMIGNOUX|3360|ISLE-ET-BARDAIS|03|130||AB|11||||||||||||0|1|Maison||70|3|J||496
|||||||000001|05/11/2024|Vente|20000,00|||RTE|0420|DE SAINT POURCAIN|3140|CHANTELLE|03|53||C|891||||||||||||0||||||J||239
|||||||000001|12/11/2024|Vente|182000,00|10||BD|2820|DE RUSSIE|3200|VICHY|03|310||AX|38||216||318||||||||2|2|Appartement||55|1|||
|||||||000001|05/11/2024|Vente|3150,00||||B078|LA DIEU|3370|SAINT-SAUVIER|03|259||D|51||||||||||||0||||||T||5065
|||||||000001|29/11/2024|Vente|108600,00|4||IMP|0019|DE LA LISSIERE|3230|GARNAT-SUR-ENGIEVRE|03|120||AD|250||||||||||||0|1|Maison||174|7|S||439
|||||||000001|03/12/2024|Vente|68000,00|9||RUE|1230|J JACQUES ROUSSEAU|3000|MOULINS|03|190||AX|308||||||||||||0|1|Maison||65|3|S||65
|||||||000001|28/11/2024|Vente|33000,00|3||AV|2608|MICHEL DE L HOSPITAL|3100|MONTLUCON|03|185||AW|116||12||24||||||||2|2|Appartement||72|4|||
|||||||000001|02/12/2024|Vente|100000,00||||B005|LES BEDETS|3190|ESTIVAREILLES|03|111||D|353||||||||||||0||||||J||988
|||||||000002|06/12/2024|Vente|22500,00|||ALL|1582|DE VENUS|3400|YZEURE|03|321||CE|465||||||||||||0||||||S||278
|||||||000001|09/12/2024|Vente|30000,00|3|||B095|LA POUGE|3420|MARCILLAT-EN-COMBRAILLE|03|161||A|1070||||||||||||0|1|Maison||37|2|S||2813
|||||||000001|26/11/2024|Vente|140000,00|25||CHE|0050|DES CHAMPS DU BOIS|3140|FLEURIEL|03|115||ZS|20||||||||||||0|3|Dépendance||0|0|S||4196
|||||||000001|26/12/2024|Vente|74600,00|24||RTE|0088|DE LINARD|3800|SAINT-BONNET-DE-ROCHEFORT|03|220||YH|106||||||||||||0|3|Dépendance||0|0|J||375
|||||||000001|23/12/2024|Vente|320000,00|1|||B091|MAZIERES|3350|LE BRETHON|03|41||ZB|42||||||||||||0|1|Maison||153|5|P||29771
|||||||000001|27/12/2024|Vente|57000,00|13||RUE|1790|PHILIPPE THOMAS|3000|MOULINS|03|190||AY|64||85||||||||||1|3|Dépendance||0|0|||
|||||||000001|30/12/2024|Vente|144000,00||||B070|LES LIGNES|3310|SAINT-GENEST|03|233||A|358||||||||||||0||||||P||3250
|||||||000001|19/01/2024|Vente|205000,00|8||LOT|A050|LA ROUBINE|4200|SISTERON|04|209||AW|173||||||||||||0|1|Maison||117|5|S||551
|||||||000001|15/02/2024|Vente|28465,65||||B037|FOUENT DE NAUCHE|4170|MORIEZ|04|133||A|478||||||||||||0||||||L||220
|||||||000001|28/02/2024|Vente|10490,00||||B015|LA GARDUELLE|4250|GIGORS|04|93||A|155||||||||||||0||||||BR||12720
|||||||000001|06/03/2024|Vente|170000,00||||B081|LES TREMOULLIES|4170|MORIEZ|04|133||E|277||||||||||||0||||||BT||3749
|||||||000001|05/03/2024|Vente|7000,00||||B044|LE VILLAGE DE MONTBLANC|4320|VAL-DE-CHALVAGNE|04|43|125|B|197||||||||||||0||||||L|VAGUE|14380
|||||||000001|11/03/2024|Vente|281000,00||||B034|LE THORON|4510|AIGLUN|04|1||A|2476||||||||||||0||||||P||953
|||||||000001|21/03/2024|Vente|1,00||||B148|FONT DE GUERIN HAUT|4100|MANOSQUE|04|112||AI|301||||||||||||0||||||VE||59
|||||||000001|23/04/2024|Vente|78000,00||||B036|LA FOUX|4120|PEYROULES|04|148||C|96||||||||||||0||||||S||28
|||||||000001|18/04/2024|Vente|1400,00||||B015|MAILLOUTIERS|4420|MARCOUX|04|113||C|105||||||||||||0||||||L|VAGUE|14260
|||||||000001|17/05/2024|Vente|45000,00|56||IMP|0037|DU ROI SOLEIL|4400|ENCHASTRAYES|04|73||E|932||34||||||||||1|2|Appartement||20|1|||
|||||||000001|26/06/2024|Vente|97000,00|22||AV|0790|JEAN JAURES|4200|SISTERON|04|209||AV|47||42||||||||||1|3|Dépendance||0|0|||
|||||||000001|09/07/2024|Vente|53500,00||||B021|LE MOULIN|4330|SAINT-LIONS|04|187||A|469||||||||||||0||||||P||820
|||||||000002|28/06/2024|Vente|66000,00|5188|||B041|LE VILLAGE OUEST|4290|VOLONNE|04|244||AH|256||2|75,37|||||||||1|4|Local industriel. commercial ou assimilé||87|0|||
|||||||000001|04/07/2024|Vente|42000,00|5702|||B006|LE BARRI|4140|SEYNE|04|205||AC|194||9||||||||||1|3|Dépendance||0|0|||
|||||||000001|06/08/2024|Vente|8464,00||||B025|LES ESCALIERS|4140|BARLES|04|20||C|1||||||||||||0||||||L|VAGUE|2800
|||||||000001|30/07/2024|Vente|268800,00|10||IMP|0054|DU GRAND SAULE|4200|PEIPIN|04|145||ZC|95||||||||||||0|1|Maison||108|4|S||978
|||||||000001|17/08/2024|Vente|132000,00|13|B|RUE|0230|CHAPUZIE|4200|SISTERON|04|209||AS|1052||6|64,04|8||||||||2|3|Dépendance||0|0|||
|||||||000001|31/07/2024|Vente|328100,00|5036|||B011|LA BURLIERE|4700|ENTREVENNES|04|77||F|444||||||||||||0|3|Dépendance||0|0|T||10304
|||||||000001|16/08/2024|Vente|270000,00|7108|||B037|VILLE VIEILLE|4230|MALLEFOUGASSE-AUGES|04|109||C|24||||||||||||0|1|Maison||95|3|S||1241
|||||||000001|03/09/2024|Vente|215000,00|14||RUE|0595|DE LA FARIGOULE|4000|DIGNE-LES-BAINS|04|70||BE|98||||||||||||0|2|Appartement||72|4|S||520
|||||||000001|09/09/2024|Vente|14000,00||||B015|FOUMELLE|4150|L HOSPITALET|04|95||D|91||||||||||||0||||||L||8395
|||||||000001|24/09/2024|Vente|190000,00||||B032|LES LOTS|4270|ESTOUBLON|04|84||D|956||||||||||||0||||||S||500
|||||||000001|20/09/2024|Vente|101333,33||||B241|TOURNOUX|4530|SAINT-PAUL-SUR-UBAYE|04|193||J|629||||||||||||0||||||L|PATUR|135
|||||||000001|17/10/2024|Vente|109300,00|1205||RTE|0051|DES ESCASSIS|4260|ALLOS|04|6||AE|213||495||||||||||1|2|Appartement||20|2|||
|||||||000001|24/10/2024|Vente|67940,00||||B080|CHAUX|4330|SENEZ|04|204|153|Y|41||||||||||||0||||||L||14750
|||||||000001|31/10/2024|Vente|410000,00|12||AV|0793|JEAN MOULIN|4200|SISTERON|04|209||AS|32||||||||||||0|4|Local industriel. commercial ou assimilé||276|0|S||120
|||||||000001|03/12/2024|Vente|2000000,00|9001|||A001|L ALICANTE|4100|MANOSQUE|04|112||AZ|185||36||6||||||||2|3|Dépendance||0|0|||
|||||||000001|21/11/2024|Vente|130000,00|7062||AV|0410|FONTAURIS|4300|FORCALQUIER|04|88||G|284||13|99,29|14||15||16||18||5|2|Appartement||100|2|||
|||||||000001|19/11/2024|Vente|650000,00||||B009|HAUT CARNIOL|4150|SIMIANE-LA-ROTONDE|04|208|38|C|249||||||||||||0||||||T||794
|||||||000001|10/12/2024|Vente|10000,00||||B057|LES MARTINS ET LES EYSSART|4140|SEYNE|04|205||D|42||||||||||||0||||||S||80
|||||||000001|26/11/2024|Vente|292311,00||||B110|TILLETTE|4200|SISTERON|04|209||B|195||||||||||||0||||||L|VAGUE|1770
|||||||000001|13/12/2024|Vente|315000,00|6||CHE|0103|DES BADASSES|4300|FORCALQUIER|04|88||F|999||330||331||332||333||||4|1|Maison||98|5|||
|||||||000002|08/01/2024|Vente|320000,00||||B004|BARNON|5700|MEREUIL|05|76||B|6||||||||||||0||||||BR||9650
|||||||000001|01/02/2024|Vente|159000,00|40||RUE|0360|CARNOT|5000|GAP|05|61||CT|143||12|87,00|3||||||||2|4|Local industriel. commercial ou assimilé||99|0|||
|||||||000001|30/01/2024|Vente|2000,00||||B055|LA PLAINE|5300|BARRET-SUR-MEOUGE|05|14||B|331||||||||||||0||||||L||558
|||||||000001|25/01/2024|Vente|17500,00||||B219|L HOCHE|5460|ABRIES-RISTOLAS|05|1||D|369||||||||||||0||||||T||1390
|||||||000001|09/02/2024|Vente|120000,00|273||CHE|0418|DES ILES|5110|VITROLLES|05|184||C|1018||||||||||||0|2|Appartement||106|4|L||1701
|||||||000001|02/02/2024|Vente|2000,00||||B129|LE COMBAZ|5220|LE MONETIER-LES-BAINS|05|79||G|60||||||||||||0||||||L||440
|||||||000001|21/03/2024|Vente|736000,00|43||RTE|0053|DE CHALVET|5200|EMBRUN|05|46||AR|87||||||||||||0|4|Local industriel. commercial ou assimilé||1322|0|S||3964
|||||||000003|16/04/2024|Vente|200000,00||||B046|MONTEGLIN|5300|LARAGNE-MONTEGLIN|05|70||AI|351||||||||||||0||||||T||402
|||||||000001|26/04/2024|Vente|5000,00||||B038|LES NAYSES|5700|TRESCLEOUX|05|172||F|63||||||||||||0||||||BT||43150
|||||||000001|25/04/2024|Vente|23100,00||||B023|LES BOCHES|5100|VAL-DES-PRES|05|174||A|117||||||||||||0||||||L||25
|||||||000001|14/05/2024|Vente|19250,00|5385||CRS|0051|GUY SERADOUR|5560|VARS|05|177||AB|211||98||||||||||1|3|Dépendance||0|0|||
|||||||000001|28/06/2024|Vente|658000,00||||B252|LES GUIBERTES|5220|LE MONETIER-LES-BAINS|05|79||AR|545||||||||||||0||||||S||68
|||||||000001|27/06/2024|Vente|22500,00||||B036|LE COIN|5560|VARS|05|177||B|1122||||||||||||0||||||T||1950
|||||||000002|02/08/2024|Vente|38985,00||||B219|LES ROUX|5400|LA ROCHE DES ARNAUDS|05|123||B|481||||||||||||0||||||L||1185
|||||||000001|20/08/2024|Vente|566500,00|77||CHE|0045|DES BLAYES|5000|NEFFES|05|92||ZD|291||||||||||||0|1|Maison||280|7|T||3330
|||||||000001|29/08/2024|Vente en l'état futur d'achèvement|376000,00|16||AV|0700|RENE FROGER|5100|BRIANCON|05|23||AL|533||177|14,12|||||||||1||||||||
|||||||000001|02/09/2024|Vente|335000,00|||CHE|0236|DE L ENVERS DU FONTENIL|5100|BRIANCON|05|23||B|1497||||||||||||0||||||J||1
|||||||000001|02/09/2024|Vente|430622,00||||B090|LE VILLAGE|5120|LES VIGNEAUX|05|180||B|185||||||||||||0||||||T||1510
|||||||000001|12/09/2024|Vente|140000,00||||B025|LA CHAL DU RIVET|5320|LA GRAVE|05|63||B|1428||||||||||||0||||||P||1620
|||||||000001|27/06/2024|Vente|479000,00|10||ART|0060|DE BARATIER|5200|BARATIER|05|12||ZA|296||||||||||||0|1|Maison||156|4|S||1202
|||||||000001|15/10/2024|Vente|230000,00|12||ALL|0898|DU CLOS FLEURI|5000|GAP|05|61||CV|308||110||79||||||||2|3|Dépendance||0|0|||
|||||||000001|15/10/2024|Vente|426920,00||||B205|VINCENNES|5000|GAP|05|61||D|328||||||||||||0||||||T||520
